Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Latitude,Longitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
9496,II,IIB,1,,RUN6009,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2018,-18.9100122,47.5255809,"Analamanga, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9497,II,IIB,1,,RUN6010,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2018,-18.9100122,47.5255809,"Analamanga, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9498,II,IIB,1,,RUN6510,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9499,II,,,,RUN6511,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9500,II,IIB,1,,RUN6513,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9501,II,IIB,1,,RUN6514,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9502,II,IIB,1,,RUN6515,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9503,II,,,,RUN6516,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9504,II,IIB,1,,RUN6517,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,,,"Bongolava, Madagascar ",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9505,II,,,,RUN6503,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,-18.956006,46.906709,"Itasy, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9506,II,,,,RUN6504,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,-18.956006,46.906709,"Itasy, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9507,II,,,,RUN6505,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,-18.956006,46.906709,"Itasy, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9508,II,,,,RUN6506,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,-18.956006,46.906709,"Itasy, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9509,II,IIB,1,,RUN6507,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2019,-18.956006,46.906709,"Itasy, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9510,I,,18,,RUN5989,,,Asteraceae sp.,,,Asteraceae,Asterales,2018,,,"Ananlanjirofo, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9511,I,,46,,RUN5985,,,,,,,,2018,,,"Ananlanjirofo, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9512,I,,46,,RUN5934,,,Fabaceae sp.,,,Fabaceae,Fabales,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9513,I,,18,,RUN5922,,,Solanaceae sp.,,,Solanaceae,Solanales,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9514,I,,18,,RUN5939,,,Solanaceae sp.,,,Solanaceae,Solanales,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9515,I,,18,,RUN5943,,,Solanaceae sp.,,,Solanaceae,Solanales,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9516,I,,46,,RUN5917,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9517,I,,46,,RUN5930,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9518,I,,46,,RUN5946,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9519,I,,46,,RUN5948,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9520,I,,46,,RUN5958,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9521,I,,46,,RUN5990,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9522,I,,46,,RUN5991,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9523,I,,46,,RUN6001,,,,,,,,2018,,,"Atsinanana, Madagascar",Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9524,I,,18,,RUN5921,,,,,,,,2018,-19.37353394,46.70598427,Madagascar,Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9525,I,,46,,RUN5944,,,,,,,,2018,-19.37353394,46.70598427,Madagascar,Madagascar,Eastern Africa,Africa,,,,,,,,"Rasoamanana 2023, https://doi.org/10.1128/aem.01632-22",2023,Ajay Sandhar,
9526,I,,,,UW298,"148-BPI-WP6, UCD248",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1978,,,"Baguio, Philippines",Philippines,South-Eastern Asia,Asia,,GCA_023076935.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9527,II,IIB,1,,UW37,K235,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1956,,,"Bogota, Colombia",Colombia,Southern America,South America,,GCA_023076655.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9528,II,IIB,1,,UW120,S214,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1961,,,"Carrizal, Costa Rica",CostaRica,Central America,North America,,GCA_023077635.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9529,I,,,,UW74,"CMI-B2861, UCD177",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,"Ceylon, Sri Lanka",Sri Lanka,Southern Asia,Asia,,GCA_023075215.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9530,II,IIB,1,,UW257,GonzalezG-13,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,"Chicoa, Costa Rica",CostaRica,Central America,North America,,GCA_023077155.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9531,II,IIB,1,,UW224,Harris220,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1966,,,"Embu, Kenya",Kenya,Eastern Africa,Africa,,GCA_023077295.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9532,II,IIB,1,,UW23,K56,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1951,,,"Hula Valley, Israel",Israel,Western Asia,Asia,,GCA_023077235.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9533,II,IIB,4D,,UW162,"S255, JTk48, UCD204",,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1963,,,"Iquitos, Peru",Peru,Southern America,South America,,GCF_023077495.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9534,II,IIB,4,,UW160,S253,,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1962,,,"Isla Padre, Peru",Peru,Southern America,South America,,GCA_023077535.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9535,II,IIA,6,,UW330,,,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1980,,,"Ithaca, Guyana",Guyana,Southern America,South America,,GCA_023076905.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9536,II,IIB,1,,UW600,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2001,,,"Joyagrande, Palencia, Guatemala",Guatemala,Central America,North America,,GCA_023075635.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9537,II,IIB,1,,UW80,S206,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1958,,,"Las Palmas, Colombia",Colombia,Southern America,South America,,GCA_023075045.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9538,II,IIB,,,CIP177_UW485,"CIP177, UCD314, A5680",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1979,,,"Loreto, Peru",Peru,Southern America,South America,,GCA_023076095.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9539,II,IIB,,,UW73,CMI-B2768,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,"Maha Elviya, Ceylon, Sri Lanka",Sri Lanka,Southern Asia,Asia,,GCA_023075275.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9540,II,IIB,4,,UW161,S254,,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1962,,,"Mangua, Peru",Peru,Southern America,South America,,GCA_023077515.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9541,II,IIB,1,,UW611,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2001,,,"Montufar, San Juan, Guatemala",Guatemala,Central America,North America,,GCA_023075705.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9542,II,IIA,,,UW256,GonzalezG-7,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,"Pacayas, Costa Rica",CostaRica,Central America,North America,,GCA_023077175.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9543,II,IIB,4,,UW156,"S249, UCD202",,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1962,,,"Panguana, Peru",Peru,Southern America,South America,,GCA_023077575.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9544,II,IIB,1,,LNPV14-25_UW523,LNPV14.25,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1995,,,"Pays de Loire, France",France,Western Europe,Europe,,GCA_023075835.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9545,II,IIB,1,,CIP282_UW489,CIP232,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1983,,,"Santiago, Chile",Chile,Southern America,South America,,GCA_023076035.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9546,I,,,,T25_UW811,"T25, UCD434",,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2018,,,"Sot Ceco, Togo",Togo,Western Africa,Africa,,GCF_023074975.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9547,II,IIC,7,,UW87,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1963,,,"SW Onatrio, Cananda",Canada,Northern America,North America,,GCA_023074995.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9548,II,IIB,4,,UW82,"S208, UCD180",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1961,,,"Tibaitata, Colombia",Colombia,Southern America,South America,,GCA_023074955.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9549,II,IIA,,,UW261,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1974,,,"Tingo, Peru",Peru,Southern America,South America,,GCA_023077115.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9550,II,IIB,1,,IPO1609_UW550,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2003,,,"Wageningen, Netherlands",Netherlands,Western Europe,Europe,,GCA_023075825.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9551,II,IIC,7,,UW210,M71,,Nicotiana sp. (Tobacco),,Nicotiana,Solanaceae,Solanales,1965,,,"Wake County, North Carolina, United States",United States (Continental),Northern America,North America,,GCA_023077375.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9552,I,,,,B17_UW800,"B17, UCD423",,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2018,,,"Abomey-Calavi, World Vegetable Center, Benin",Benin,Western Africa,Africa,,GCF_023075035.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9553,I,,,,B9_UW794,"B9, UCD418",,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2018,,,"Agbodranfo, Benin",Benin,Western Africa,Africa,,GCA_023075075.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9554,I,,,,B12_UW797,"B12, UCD421",,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2018,,,"Agbodranfo, Benin",Benin,Western Africa,Africa,,GCA_023075095.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9555,II,IIC,7,,AW1_UW701,AW1,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,,,"Alabama, United States",United States (Continental),Northern America,North America,,GCA_023075295.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9556,IV,,11,,ACH732_UW629,"RUN014, ACH732, CIP357",,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1978,,,Australia,Australia,Australia and New Zealand,Oceania,,GCA_023075575.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9557,II,IIB,,,CIP224_UW466,"CIP224, Neto142, UCD307, A5672",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1978,,,"Brasilia, Brazil",Brazil,Southern America,South America,,GCA_023076315.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9558,II,IIB,,,23-10BR_UW349,"23-10BR, RUN2012",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1981,,,"Brasilia, Brazil",Brazil,Southern America,South America,,GCF_000749995.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9559,I,,,,28-12BR_UW352,"28-12BR, UCD268",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1981,,,"Brasilia, Brazil",Brazil,Southern America,South America,,GCA_023076635.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9560,II,IIA,,,UW229,"ENA861, UCD223",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1968,,,Brazil,Brazil,Southern America,South America,,GCA_023077275.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9561,II,IIB,28,,NCPPB3987_UW656,"RUN079, NCPPB3987, R590, JT677, RUN81, UCD353",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Brazil,Brazil,Southern America,South America,,GCA_023075395.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9562,II,IIA,,,UW88,"ENA557, UCD185",,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1964,,,Brazil,Brazil,Southern America,South America,,GCA_023074875.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9563,II,IIB,25,,IBSBF2001_UW756,"RUN981, IBSBF2001, UCD389",,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,,,Brazil,Brazil,Southern America,South America,,GCA_023075135.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9564,II,IIB,26,,CIP240_RUN482_UW692,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Brazil,Brazil,Southern America,South America,,GCA_023075335.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9565,II,IIB,1,,CIP258_UW448,CIP258,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Burundi,Burundi,Eastern Africa,Africa,,GCA_023076435.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9566,II,IIB,1,,CIP259_UW449,CIP259,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Burundi,Burundi,Eastern Africa,Africa,,GCA_023076485.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9567,II,IIB,1,,UW260,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1973,,,"Cajamarca, Cajamarca, Peru",Peru,Southern America,South America,,GCA_023077215.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9568,II,IIB,1,,UW262,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1973,,,"Cajamba, Cajamarca, Peru",Peru,Southern America,South America,,GCA_023077095.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9569,II,IIB,1,,CFBP7029_UW665,"RUN147, CFBP7029, CMR34, RUN275",,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2005,,,Cameroon,Cameroon,Middle Africa,Africa,,GCA_023075495.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9570,II,IIB,,,CIP240_UW470,"CIP240, Reifsch.68, UCD310, A5674",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1983,,,"CNPH-DF, Brazil",Brazil,Southern America,South America,,GCA_023076235.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9571,II,IIA,40,,CIP239_UW469,"CIP239, Reifech.52, JT652, UCD309",,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1983,,,"CNPH-DF, Brazil",Brazil,Southern America,South America,,GCA_023076255.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9572,II,IIB,4E,,UW175,"K250, B-H1504, UCD209",,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1961,,,Colombia,Colombia,Southern America,South America,,GCF_023077475.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9573,II,IIB,1,,CIP310_UW495,CIP310,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Colombia,Colombia,Southern America,South America,,GCA_023075915.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9574,II,IIB,,,CIP309_UW494,CIP309,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,,,Colombia,Colombia,Southern America,South America,,GCA_023075975.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9575,II,IIB,,,19-3PR_UW348,19-3PR,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,1981,,,"Contenda, Parana, Brazil",Brazil,Southern America,South America,,GCA_023076795.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
9576,II,IIB,3,,UW98,"100', UCD190",,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,,,Costa Rica,Costa Rica,Central America,North America,,GCF_028464675.1,,,,,,"Dewberry and Sharma 2024, https://apsjournals.apsnet.org/doi/10.1094/PHYTO-06-24-0187-R",2024,Vienna Elmgreen,
